gene_id	plot_id	seq_unit	Alevin-fry	Cell Ranger
ENSG00000065518	SCPCL000003 (Single-cell)	Single-cell	0.2736842105263158	0.23278688524590163
ENSG00000075785	SCPCL000003 (Single-cell)	Single-cell	0.10526315789473684	0.08770491803278689
ENSG00000158186	SCPCL000003 (Single-cell)	Single-cell	0.08502024291497975	0.06967213114754098
ENSG00000008952	SCPCL000003 (Single-cell)	Single-cell	0.4097165991902834	0.3614754098360656
ENSG00000114416	SCPCL000003 (Single-cell)	Single-cell	0.0728744939271255	0.08524590163934426
ENSG00000242808	SCPCL000003 (Single-cell)	Single-cell	0.4340080971659919	0.24098360655737705
ENSG00000161203	SCPCL000003 (Single-cell)	Single-cell	0.14898785425101216	0.13934426229508196
ENSG00000175166	SCPCL000003 (Single-cell)	Single-cell	0.0931174089068826	0.08524590163934426
ENSG00000073803	SCPCL000003 (Single-cell)	Single-cell	0.1076923076923077	0.1
ENSG00000156976	SCPCL000003 (Single-cell)	Single-cell	0.3004048582995951	0.27049180327868855
ENSG00000182899	SCPCL000003 (Single-cell)	Single-cell	1.940080971659919	1.5827868852459017
ENSG00000171148	SCPCL000003 (Single-cell)	Single-cell	0.09392712550607288	0.08852459016393442
ENSG00000144713	SCPCL000003 (Single-cell)	Single-cell	3.645344129554656	3.0926229508196723
ENSG00000225733	SCPCL000003 (Single-cell)	Single-cell	0.09392712550607288	0.10655737704918032
ENSG00000187094	SCPCL000003 (Single-cell)	Single-cell	0.1368421052631579	0.12377049180327869
ENSG00000181061	SCPCL000003 (Single-cell)	Single-cell	0.07530364372469636	0.21311475409836064
ENSG00000047849	SCPCL000003 (Single-cell)	Single-cell	0.20242914979757085	0.18442622950819673
ENSG00000233276	SCPCL000003 (Single-cell)	Single-cell	0.20161943319838058	0.18524590163934426
ENSG00000067560	SCPCL000003 (Single-cell)	Single-cell	0.28016194331983807	0.2639344262295082
ENSG00000114383	SCPCL000003 (Single-cell)	Single-cell	0.07854251012145749	0.07131147540983607
ENSG00000162244	SCPCL000003 (Single-cell)	Single-cell	1.5635627530364373	1.3155737704918034
ENSG00000163930	SCPCL000003 (Single-cell)	Single-cell	0.07368421052631578	0.07540983606557378
ENSG00000163931	SCPCL000003 (Single-cell)	Single-cell	0.08825910931174089	0.07950819672131147
ENSG00000113811	SCPCL000003 (Single-cell)	Single-cell	0.23643724696356275	0.23114754098360657
ENSG00000168309	SCPCL000003 (Single-cell)	Single-cell	0.6793522267206478	0.6811475409836065
ENSG00000080822	SCPCL000003 (Single-cell)	Single-cell	0.13036437246963561	0.13688524590163934
ENSG00000114391	SCPCL000003 (Single-cell)	Single-cell	1.8040485829959514	1.407377049180328
ENSG00000185565	SCPCL000003 (Single-cell)	Single-cell	0.2680161943319838	0.13442622950819672
ENSG00000138495	SCPCL000003 (Single-cell)	Single-cell	0.11417004048582996	0.09918032786885246
ENSG00000074416	SCPCL000003 (Single-cell)	Single-cell	0.1797570850202429	0.16639344262295083
ENSG00000169714	SCPCL000003 (Single-cell)	Single-cell	0.1408906882591093	0.12950819672131147
ENSG00000154917	SCPCL000003 (Single-cell)	Single-cell	0.08340080971659919	0.08934426229508197
ENSG00000114115	SCPCL000003 (Single-cell)	Single-cell	0.09716599190283401	0.07377049180327869
ENSG00000120742	SCPCL000003 (Single-cell)	Single-cell	0.11659919028340081	0.10819672131147541
ENSG00000154310	SCPCL000003 (Single-cell)	Single-cell	0.0931174089068826	0.07213114754098361
ENSG00000172667	SCPCL000003 (Single-cell)	Single-cell	0.0728744939271255	0.08032786885245902
ENSG00000114503	SCPCL000003 (Single-cell)	Single-cell	0.07368421052631578	0.08114754098360656
ENSG00000243449	SCPCL000003 (Single-cell)	Single-cell	0.3060728744939271	0.26885245901639343
ENSG00000179010	SCPCL000003 (Single-cell)	Single-cell	0.22591093117408906	0.19836065573770492
ENSG00000237765	SCPCL000003 (Single-cell)	Single-cell	0.12469635627530365	0.10819672131147541
ENSG00000168214	SCPCL000003 (Single-cell)	Single-cell	0.09797570850202429	0.07868852459016394
ENSG00000109790	SCPCL000003 (Single-cell)	Single-cell	0.14898785425101216	0.14344262295081966
