sample_id	quantiseq_celltype	proportion
SCPCS000412	Macrophages.M2	0.02428135758448538
SCPCS000412	Monocytes	0
SCPCS000412	Neutrophils	0.020286376190646847
SCPCS000412	NK.cells	0.006020431234482881
SCPCS000412	T.cells.CD4	0
SCPCS000412	T.cells.CD8	0.011712142454338196
SCPCS000412	Tregs	0
SCPCS000412	Dendritic.cells	0.026295398902339458
SCPCS000412	Other	0.8952484317380514
SCPCS000413	B.cells	0.0057089161648665055
SCPCS000413	Macrophages.M1	0
SCPCS000413	Macrophages.M2	0.008663411333697708
SCPCS000413	Monocytes	0.023608415067693737
SCPCS000413	Neutrophils	0
SCPCS000413	NK.cells	0.016515326889827295
SCPCS000413	T.cells.CD4	0
SCPCS000413	T.cells.CD8	0
SCPCS000413	Tregs	0.0056705989718396485
SCPCS000413	Dendritic.cells	4.664484165960069e-4
SCPCS000413	Other	0.939366883155479
SCPCS000415	B.cells	0.012735263095255933
SCPCS000415	Macrophages.M1	0
SCPCS000415	Macrophages.M2	0.009324652546943727
SCPCS000415	Monocytes	0.006777402410150713
SCPCS000415	Neutrophils	0.002432483088991721
SCPCS000415	NK.cells	0.002544640089297709
SCPCS000415	T.cells.CD4	0.026705089731787833
SCPCS000415	T.cells.CD8	0.01281051494063949
SCPCS000415	Tregs	0.002584899853584358
SCPCS000415	Dendritic.cells	0.0013537739130337798
SCPCS000415	Other	0.9227312803303147
SCPCS000416	B.cells	0.006075985624249901
SCPCS000416	Macrophages.M1	0
SCPCS000416	Macrophages.M2	0.012569163839780056
SCPCS000416	Monocytes	0.004718234485665748
SCPCS000416	Neutrophils	0.010130644140364648
SCPCS000416	NK.cells	0.004130512563333971
SCPCS000416	T.cells.CD4	0
SCPCS000416	T.cells.CD8	0
SCPCS000416	Tregs	0
SCPCS000416	Dendritic.cells	0.0027513015619609065
SCPCS000416	Other	0.9596241577846447
SCPCS000598	B.cells	0.0032816891794271844
SCPCS000598	Macrophages.M1	0.0033708488764551793
SCPCS000598	Macrophages.M2	0.019604045349566862
SCPCS000598	Monocytes	0
SCPCS000598	Neutrophils	0.08156779117143308
SCPCS000598	NK.cells	0.002650543440557487
SCPCS000598	T.cells.CD4	0.003843601916182429
SCPCS000598	T.cells.CD8	0
SCPCS000598	Tregs	0.0019521335054331888
SCPCS000598	Dendritic.cells	0
SCPCS000598	Other	0.8837293465609446
SCPCS000599	B.cells	0.0019410746308881907
SCPCS000599	Macrophages.M1	0.007416579413402784
SCPCS000599	Macrophages.M2	0.047046351311922044
SCPCS000599	Monocytes	0
SCPCS000599	Neutrophils	0
SCPCS000599	NK.cells	0.002622331588535305
SCPCS000599	T.cells.CD4	0
SCPCS000599	T.cells.CD8	0.0013055283920596925
SCPCS000599	Tregs	0.003362512392663117
SCPCS000599	Dendritic.cells	0.018320190620624878
SCPCS000599	Other	0.917985431649904
SCPCS000600	B.cells	2.0216949188832666e-4
SCPCS000600	Macrophages.M1	0.013830949526774982
SCPCS000600	Macrophages.M2	0.016485730372633012
SCPCS000600	Monocytes	0
SCPCS000600	Neutrophils	0.016357811580820638
SCPCS000600	NK.cells	0
SCPCS000600	T.cells.CD4	0
SCPCS000600	T.cells.CD8	0.0240359900882054
SCPCS000600	Tregs	3.62074235289111e-4
SCPCS000600	Dendritic.cells	0.00892040109377584
SCPCS000600	Other	0.9198048736106126
SCPCS000601	B.cells	0.0013621674602140679
SCPCS000601	Macrophages.M1	0.0049183742035454475
SCPCS000601	Macrophages.M2	0.012598959070311609
SCPCS000601	Monocytes	0
SCPCS000601	Neutrophils	0.010743018791349326
SCPCS000601	NK.cells	0.004041469758814495
SCPCS000601	T.cells.CD4	0.002531662828361812
SCPCS000601	T.cells.CD8	0
SCPCS000601	Tregs	0.0014516098377174323
SCPCS000601	Dendritic.cells	0.009149211264574799
SCPCS000601	Other	0.953203526785111
SCPCS000603	B.cells	0.011237765061084372
SCPCS000603	Macrophages.M1	0.011449318348625054
SCPCS000603	Macrophages.M2	0.018240321476184145
SCPCS000603	Monocytes	0
SCPCS000603	Neutrophils	0.011881104839903078
SCPCS000603	NK.cells	0
SCPCS000603	T.cells.CD4	0
SCPCS000603	T.cells.CD8	0.0045383282074747105
SCPCS000603	Tregs	0
SCPCS000603	Dendritic.cells	0.027703263902333002
SCPCS000603	Other	0.9149498981643956
SCPCS000605	B.cells	0.0029256731466832725
SCPCS000605	Macrophages.M1	0.07567452255522822
SCPCS000605	Macrophages.M2	0.03300565033497823
SCPCS000605	Monocytes	0
SCPCS000605	Neutrophils	0.021277942318044456
SCPCS000605	NK.cells	0.0016507796091207302
SCPCS000605	T.cells.CD4	0
SCPCS000605	T.cells.CD8	0.006109699425559029
SCPCS000605	Tregs	0.020314418170430486
SCPCS000605	Dendritic.cells	0
SCPCS000605	Other	0.8390413144399556
SCPCS000606	B.cells	0.01643636039504516
SCPCS000606	Macrophages.M1	0
SCPCS000606	Macrophages.M2	0.17909799913597454
SCPCS000606	Monocytes	0.006232318628854083
SCPCS000606	Neutrophils	0.011779041344319622
SCPCS000606	NK.cells	0.03229676719190886
SCPCS000606	T.cells.CD4	0
SCPCS000606	T.cells.CD8	0.024874866925758195
SCPCS000606	Tregs	0
SCPCS000606	Dendritic.cells	0
SCPCS000606	Other	0.7292826463781394
SCPCS000607	B.cells	0
SCPCS000607	Macrophages.M1	0
SCPCS000607	Macrophages.M2	0.03754238891695159
SCPCS000607	Monocytes	0
SCPCS000607	Neutrophils	4.6344579851253473e-4
SCPCS000607	NK.cells	0.004198541745053102
SCPCS000607	T.cells.CD4	0
SCPCS000607	T.cells.CD8	0
SCPCS000607	Tregs	7.142655168420602e-4
SCPCS000607	Dendritic.cells	0.012784535356392842
SCPCS000607	Other	0.9442968226662479
SCPCS000608	B.cells	0.008897584127826265
SCPCS000608	Macrophages.M1	0.009465350502009676
SCPCS000608	Macrophages.M2	0.002241415476657178
SCPCS000608	Monocytes	0
SCPCS000608	Neutrophils	0
SCPCS000608	NK.cells	0.014757623764584138
SCPCS000608	T.cells.CD4	0
SCPCS000608	T.cells.CD8	0
SCPCS000608	Tregs	0
SCPCS000608	Dendritic.cells	0.0012287955714801783
SCPCS000608	Other	0.9634092305574425
SCPCS000609	B.cells	0.04698999650462842
SCPCS000609	Macrophages.M1	0.00678890650729601
SCPCS000609	Macrophages.M2	0.02157123835927743
SCPCS000609	Monocytes	0
SCPCS000609	Neutrophils	0.027210823535328152
SCPCS000609	NK.cells	0.004668696102781979
SCPCS000609	T.cells.CD4	0
SCPCS000609	T.cells.CD8	0
SCPCS000609	Tregs	0
SCPCS000609	Dendritic.cells	0.004455656549726316
SCPCS000609	Other	0.8883146824409617
SCPCS000610	B.cells	0.02180771782632198
SCPCS000610	Macrophages.M1	0
SCPCS000610	Macrophages.M2	0.08139639794713441
SCPCS000610	Monocytes	0.13798610212992948
SCPCS000610	Neutrophils	0.006392914842592753
SCPCS000610	NK.cells	0.005698905180841644
SCPCS000610	T.cells.CD4	0
SCPCS000610	T.cells.CD8	0.010149702718013265
SCPCS000610	Tregs	0.00384780280604467
SCPCS000610	Dendritic.cells	0
SCPCS000610	Other	0.7327204565491218
SCPCS000611	B.cells	0.002894880379993014
SCPCS000611	Macrophages.M1	0
SCPCS000611	Macrophages.M2	0
SCPCS000611	Monocytes	0.01638734779730057
SCPCS000611	Neutrophils	0
SCPCS000611	NK.cells	0.0012606141992605427
SCPCS000611	T.cells.CD4	0
SCPCS000611	T.cells.CD8	1.6442103594618218e-5
SCPCS000611	Tregs	0.0022900468948856374
SCPCS000611	Dendritic.cells	0.002963345869051822
SCPCS000611	Other	0.9741873227559138
SCPCS000612	B.cells	6.016307432917308e-4
SCPCS000612	Macrophages.M1	0.008319574126944803
SCPCS000612	Macrophages.M2	0.04486341973699874
SCPCS000612	Monocytes	5.709892472212637e-4
SCPCS000612	Neutrophils	0
SCPCS000612	NK.cells	0.015508504235035988
SCPCS000612	T.cells.CD4	0.03816774663223942
SCPCS000612	T.cells.CD8	0
SCPCS000612	Tregs	0.004971539646036251
SCPCS000612	Dendritic.cells	0.08872046431306299
SCPCS000612	Other	0.7982761313191689
SCPCS000613	B.cells	0.0031491821898777484
SCPCS000613	Macrophages.M1	0
SCPCS000613	Macrophages.M2	0.021038060806571644
SCPCS000613	Monocytes	0
SCPCS000613	Neutrophils	0.08605341204900242
SCPCS000613	NK.cells	0.0038551044647200682
SCPCS000613	T.cells.CD4	0.022742420035552425
SCPCS000613	T.cells.CD8	0
SCPCS000613	Tregs	0.0029792997216682377
SCPCS000613	Dendritic.cells	0
SCPCS000613	Other	0.8601825207326075
SCPCS000614	B.cells	0.004501652595689228
SCPCS000614	Macrophages.M1	0.003657107107901755
SCPCS000614	Macrophages.M2	0.022275084284746397
SCPCS000614	Monocytes	0
SCPCS000614	Neutrophils	0
SCPCS000614	NK.cells	0.0030234793042914995
SCPCS000614	T.cells.CD4	0
SCPCS000614	T.cells.CD8	2.0250715767965608e-4
SCPCS000614	Tregs	0.0011223870494651283
SCPCS000614	Dendritic.cells	0.012449069439712614
SCPCS000614	Other	0.9527687130605138
SCPCS000615	B.cells	0.0017431480720086932
SCPCS000615	Macrophages.M1	0
SCPCS000615	Macrophages.M2	0.015154447472286923
SCPCS000615	Monocytes	0.021105373064316275
SCPCS000615	Neutrophils	0
SCPCS000615	NK.cells	0.07169280969374273
SCPCS000615	T.cells.CD4	0
SCPCS000615	T.cells.CD8	0
SCPCS000615	Tregs	0
SCPCS000615	Dendritic.cells	0.00633701858205646
SCPCS000615	Other	0.883967203115589
