sample_id	quantiseq_celltype	proportion
SCPCS000037	Macrophages.M2	0.018594732526907777
SCPCS000037	Monocytes	0.11881544788560985
SCPCS000037	Neutrophils	0
SCPCS000037	NK.cells	0.16524759133448133
SCPCS000037	T.cells.CD4	0
SCPCS000037	T.cells.CD8	0
SCPCS000037	Tregs	0
SCPCS000037	Dendritic.cells	0.046149616207736
SCPCS000037	Other	0.5742894047968924
SCPCS000038	B.cells	0
SCPCS000038	Macrophages.M1	0
SCPCS000038	Macrophages.M2	0
SCPCS000038	Monocytes	0.4384667296803973
SCPCS000038	Neutrophils	0
SCPCS000038	NK.cells	0.32755208877153963
SCPCS000038	T.cells.CD4	0
SCPCS000038	T.cells.CD8	0
SCPCS000038	Tregs	0
SCPCS000038	Dendritic.cells	0
SCPCS000038	Other	0.23398118154806302
SCPCS000039	B.cells	0.0012859291586962388
SCPCS000039	Macrophages.M1	0.19592879698779464
SCPCS000039	Macrophages.M2	0.015267497573604528
SCPCS000039	Monocytes	0
SCPCS000039	Neutrophils	0
SCPCS000039	NK.cells	0.19368696533804536
SCPCS000039	T.cells.CD4	0
SCPCS000039	T.cells.CD8	0
SCPCS000039	Tregs	0
SCPCS000039	Dendritic.cells	0.0559414183373392
SCPCS000039	Other	0.5378893926045201
SCPCS000040	B.cells	0.01739954064743554
SCPCS000040	Macrophages.M1	0.16135851791657077
SCPCS000040	Macrophages.M2	0
SCPCS000040	Monocytes	0.09661109041449055
SCPCS000040	Neutrophils	0
SCPCS000040	NK.cells	0.0912241364788379
SCPCS000040	T.cells.CD4	0
SCPCS000040	T.cells.CD8	0
SCPCS000040	Tregs	0
SCPCS000040	Dendritic.cells	0.003432371486324855
SCPCS000040	Other	0.6299743430563405
SCPCS000042	B.cells	0.01277225784989288
SCPCS000042	Macrophages.M1	0.20410262167772752
SCPCS000042	Macrophages.M2	0.019827616351617335
SCPCS000042	Monocytes	0
SCPCS000042	Neutrophils	0.0023642806184538184
SCPCS000042	NK.cells	0.1067032562736229
SCPCS000042	T.cells.CD4	0
SCPCS000042	T.cells.CD8	0
SCPCS000042	Tregs	0
SCPCS000042	Dendritic.cells	0.013477875999899476
SCPCS000042	Other	0.6407520912287861
SCPCS000044	B.cells	7.657487026381989e-4
SCPCS000044	Macrophages.M1	0.27091414488979865
SCPCS000044	Macrophages.M2	0
SCPCS000044	Monocytes	0
SCPCS000044	Neutrophils	0
SCPCS000044	NK.cells	0.13897733649258123
SCPCS000044	T.cells.CD4	0
SCPCS000044	T.cells.CD8	0
SCPCS000044	Tregs	0
SCPCS000044	Dendritic.cells	0.22466749090908666
SCPCS000044	Other	0.36467527900589525
SCPCS000045	B.cells	0
SCPCS000045	Macrophages.M1	0
SCPCS000045	Macrophages.M2	0
SCPCS000045	Monocytes	0.46828796856720334
SCPCS000045	Neutrophils	0
SCPCS000045	NK.cells	0.2793615128117561
SCPCS000045	T.cells.CD4	0
SCPCS000045	T.cells.CD8	0
SCPCS000045	Tregs	0
SCPCS000045	Dendritic.cells	0
SCPCS000045	Other	0.25235051862104063
SCPCS000046	B.cells	0.002550471985463332
SCPCS000046	Macrophages.M1	0.08049851258786049
SCPCS000046	Macrophages.M2	0
SCPCS000046	Monocytes	0.3772629123417003
SCPCS000046	Neutrophils	0
SCPCS000046	NK.cells	0.0956685970133083
SCPCS000046	T.cells.CD4	0
SCPCS000046	T.cells.CD8	0
SCPCS000046	Tregs	0.00876780138198865
SCPCS000046	Dendritic.cells	0
SCPCS000046	Other	0.43525170468967894
SCPCS000047	B.cells	0
SCPCS000047	Macrophages.M1	0
SCPCS000047	Macrophages.M2	0.07432854068933024
SCPCS000047	Monocytes	7.071433261421715e-4
SCPCS000047	Neutrophils	0
SCPCS000047	NK.cells	0.5178811220401832
SCPCS000047	T.cells.CD4	0
SCPCS000047	T.cells.CD8	0
SCPCS000047	Tregs	0
SCPCS000047	Dendritic.cells	0.0531267263062387
SCPCS000047	Other	0.3539564676381056
SCPCS000048	B.cells	0.017353966565504742
SCPCS000048	Macrophages.M1	0.023816904283466656
SCPCS000048	Macrophages.M2	0
SCPCS000048	Monocytes	0.5508033470988962
SCPCS000048	Neutrophils	0
SCPCS000048	NK.cells	0.07223032527075089
SCPCS000048	T.cells.CD4	0
SCPCS000048	T.cells.CD8	0
SCPCS000048	Tregs	0.014622202626383593
SCPCS000048	Dendritic.cells	0
SCPCS000048	Other	0.3211732541549978
SCPCS000049	B.cells	0
SCPCS000049	Macrophages.M1	0.16116755359972218
SCPCS000049	Macrophages.M2	0.052278093848816244
SCPCS000049	Monocytes	0
SCPCS000049	Neutrophils	0
SCPCS000049	NK.cells	0.23428677114776855
SCPCS000049	T.cells.CD4	0
SCPCS000049	T.cells.CD8	0
SCPCS000049	Tregs	0
SCPCS000049	Dendritic.cells	0.11622081083042037
SCPCS000049	Other	0.4360467705732727
