sample_id	quantiseq_celltype	proportion
SCPCS000177	Dendritic.cells	0
SCPCS000177	Other	0.8980104116629818
SCPCS000178	B.cells	0.0052526245257919655
SCPCS000178	Macrophages.M1	0
SCPCS000178	Macrophages.M2	0
SCPCS000178	Monocytes	0.035745988379671245
SCPCS000178	Neutrophils	0
SCPCS000178	NK.cells	0.021652111312764108
SCPCS000178	T.cells.CD4	0
SCPCS000178	T.cells.CD8	0.002187484430562297
SCPCS000178	Tregs	0.00953681480882943
SCPCS000178	Dendritic.cells	0
SCPCS000178	Other	0.9256249765423811
SCPCS000179	B.cells	0.05735736477870201
SCPCS000179	Macrophages.M1	0.01565202854636186
SCPCS000179	Macrophages.M2	0.022251619994043563
SCPCS000179	Monocytes	0.03401711908842525
SCPCS000179	Neutrophils	0
SCPCS000179	NK.cells	0.02757959143315158
SCPCS000179	T.cells.CD4	0
SCPCS000179	T.cells.CD8	0
SCPCS000179	Tregs	0
SCPCS000179	Dendritic.cells	0
SCPCS000179	Other	0.8431422761593157
SCPCS000180	B.cells	0.017954890367123017
SCPCS000180	Macrophages.M1	0.005952762555275052
SCPCS000180	Macrophages.M2	0.00614551802985627
SCPCS000180	Monocytes	0.049684038610955175
SCPCS000180	Neutrophils	0.0016847662686266013
SCPCS000180	NK.cells	0.03151483089874042
SCPCS000180	T.cells.CD4	0.019535191391593414
SCPCS000180	T.cells.CD8	0.003401726864458989
SCPCS000180	Tregs	0.022231069085474037
SCPCS000180	Dendritic.cells	0
SCPCS000180	Other	0.841895205927897
SCPCS000181	B.cells	0.013698495771278416
SCPCS000181	Macrophages.M1	0.0012812881079139792
SCPCS000181	Macrophages.M2	0
SCPCS000181	Monocytes	0.09620934717519522
SCPCS000181	Neutrophils	0
SCPCS000181	NK.cells	0.03427788655043829
SCPCS000181	T.cells.CD4	0
SCPCS000181	T.cells.CD8	0.0014114427999219277
SCPCS000181	Tregs	0.013931525714964586
SCPCS000181	Dendritic.cells	0
SCPCS000181	Other	0.8391900138802875
SCPCS000182	B.cells	0
SCPCS000182	Macrophages.M1	0.012465518298788274
SCPCS000182	Macrophages.M2	0
SCPCS000182	Monocytes	0.01814815739189001
SCPCS000182	Neutrophils	0
SCPCS000182	NK.cells	0.044035745742338074
SCPCS000182	T.cells.CD4	0.09458614923104569
SCPCS000182	T.cells.CD8	0.02516307143410599
SCPCS000182	Tregs	0.03435053872347937
SCPCS000182	Dendritic.cells	0
SCPCS000182	Other	0.7712508191783526
SCPCS000183	B.cells	0.056407011399522713
SCPCS000183	Macrophages.M1	0.009065702695672978
SCPCS000183	Macrophages.M2	0.011698979151595736
SCPCS000183	Monocytes	0.08943781047881662
SCPCS000183	Neutrophils	0
SCPCS000183	NK.cells	0.03303305793968671
SCPCS000183	T.cells.CD4	0
SCPCS000183	T.cells.CD8	0
SCPCS000183	Tregs	7.320160892272131e-4
SCPCS000183	Dendritic.cells	0.07672315646062382
SCPCS000183	Other	0.7229022657848542
SCPCS000184	B.cells	0.004276699231286896
SCPCS000184	Macrophages.M1	0.001098783753055419
SCPCS000184	Macrophages.M2	0
SCPCS000184	Monocytes	0.040730506556333666
SCPCS000184	Neutrophils	0
SCPCS000184	NK.cells	0.015595247410583801
SCPCS000184	T.cells.CD4	0
SCPCS000184	T.cells.CD8	5.608931359532711e-4
SCPCS000184	Tregs	0.006825358861958448
SCPCS000184	Dendritic.cells	0
SCPCS000184	Other	0.9309125110508285
SCPCS000185	B.cells	0.008088981304210341
SCPCS000185	Macrophages.M1	0.036819265513783325
SCPCS000185	Macrophages.M2	0
SCPCS000185	Monocytes	0.0580122412727935
SCPCS000185	Neutrophils	0.007412770161084318
SCPCS000185	NK.cells	0.054658237058618574
SCPCS000185	T.cells.CD4	0
SCPCS000185	T.cells.CD8	0
SCPCS000185	Tregs	0.0019296416646136804
SCPCS000185	Dendritic.cells	0
SCPCS000185	Other	0.8330788630248963
SCPCS000186	B.cells	0.023316204308827027
SCPCS000186	Macrophages.M1	0.011774698177079355
SCPCS000186	Macrophages.M2	0.0011430199642901
SCPCS000186	Monocytes	0.047320071847217926
SCPCS000186	Neutrophils	0
SCPCS000186	NK.cells	0.03249746936961298
SCPCS000186	T.cells.CD4	0
SCPCS000186	T.cells.CD8	0.019295970057666315
SCPCS000186	Tregs	0.005034861054698488
SCPCS000186	Dendritic.cells	0
SCPCS000186	Other	0.8596177052206078
SCPCS000188	B.cells	0.015662853356970107
SCPCS000188	Macrophages.M1	0.025232151224693626
SCPCS000188	Macrophages.M2	0
SCPCS000188	Monocytes	0.05074676397955932
SCPCS000188	Neutrophils	0.02404028699053284
SCPCS000188	NK.cells	0.03751262783851101
SCPCS000188	T.cells.CD4	0
SCPCS000188	T.cells.CD8	0
SCPCS000188	Tregs	0.01606187182978342
SCPCS000188	Dendritic.cells	0
SCPCS000188	Other	0.8307434447799497
SCPCS000189	B.cells	0.06183726291133816
SCPCS000189	Macrophages.M1	0.055666028226623435
SCPCS000189	Macrophages.M2	0
SCPCS000189	Monocytes	0.08096401100176463
SCPCS000189	Neutrophils	0.004565781373686822
SCPCS000189	NK.cells	0.03052418612155073
SCPCS000189	T.cells.CD4	0
SCPCS000189	T.cells.CD8	5.3998997544891485e-5
SCPCS000189	Tregs	0.009382577881412602
SCPCS000189	Dendritic.cells	0
SCPCS000189	Other	0.7570061534860787
SCPCS000190	B.cells	0.022937202708652786
SCPCS000190	Macrophages.M1	0.007047184256465295
SCPCS000190	Macrophages.M2	0.014626662536845953
SCPCS000190	Monocytes	0.04205935129389447
SCPCS000190	Neutrophils	0.009085972302537935
SCPCS000190	NK.cells	0.04922879362350534
SCPCS000190	T.cells.CD4	0.010493901044425033
SCPCS000190	T.cells.CD8	0.010195100033736741
SCPCS000190	Tregs	0.022013666184055942
SCPCS000190	Dendritic.cells	0
SCPCS000190	Other	0.8123121660158805
SCPCS000191	B.cells	0.024283818446205453
SCPCS000191	Macrophages.M1	0.02714501847142017
SCPCS000191	Macrophages.M2	0.005424189879112281
SCPCS000191	Monocytes	0.06668688798556126
SCPCS000191	Neutrophils	0
SCPCS000191	NK.cells	0.03880016705164206
SCPCS000191	T.cells.CD4	0
SCPCS000191	T.cells.CD8	0
SCPCS000191	Tregs	0.021836334522409018
SCPCS000191	Dendritic.cells	0
SCPCS000191	Other	0.8158235836436498
SCPCS000192	B.cells	0.0056794015885282545
SCPCS000192	Macrophages.M1	0.012170885612597637
SCPCS000192	Macrophages.M2	0.039833337563830985
SCPCS000192	Monocytes	0.0042930827211534696
SCPCS000192	Neutrophils	0
SCPCS000192	NK.cells	0.01864176116267044
SCPCS000192	T.cells.CD4	0.0701925787513822
SCPCS000192	T.cells.CD8	0
SCPCS000192	Tregs	0.009510099304163655
SCPCS000192	Dendritic.cells	0.005081198547508648
SCPCS000192	Other	0.8345976547481647
SCPCS000193	B.cells	0.021805499473967954
SCPCS000193	Macrophages.M1	0.09517038582884456
SCPCS000193	Macrophages.M2	0.036614667436460906
SCPCS000193	Monocytes	0
SCPCS000193	Neutrophils	0.09732380632941194
SCPCS000193	NK.cells	0.04048903548189173
SCPCS000193	T.cells.CD4	0
SCPCS000193	T.cells.CD8	0.003650036332566041
SCPCS000193	Tregs	0.01482807931480083
SCPCS000193	Dendritic.cells	0
SCPCS000193	Other	0.6901184898020561
SCPCS000194	B.cells	0.01885149186380373
SCPCS000194	Macrophages.M1	0.1687998058045859
SCPCS000194	Macrophages.M2	0
SCPCS000194	Monocytes	0
SCPCS000194	Neutrophils	0.0036956923880498978
SCPCS000194	NK.cells	0.0800636793018723
SCPCS000194	T.cells.CD4	0
SCPCS000194	T.cells.CD8	0
SCPCS000194	Tregs	0
SCPCS000194	Dendritic.cells	0
SCPCS000194	Other	0.7285893306416882
SCPCS000195	B.cells	0.01422876601265215
SCPCS000195	Macrophages.M1	0.09752950612795752
SCPCS000195	Macrophages.M2	0.01243290607502941
SCPCS000195	Monocytes	0
SCPCS000195	Neutrophils	0.23282530544211827
SCPCS000195	NK.cells	0.020630534371030948
SCPCS000195	T.cells.CD4	0
SCPCS000195	T.cells.CD8	7.821867853526629e-4
SCPCS000195	Tregs	0.011104679309148872
SCPCS000195	Dendritic.cells	0
SCPCS000195	Other	0.6104661158767103
SCPCS000196	B.cells	0.0186267660043497
SCPCS000196	Macrophages.M1	0.03392165759634464
SCPCS000196	Macrophages.M2	0.018545033366721714
SCPCS000196	Monocytes	0.0038395146655574213
SCPCS000196	Neutrophils	0.04413641940205997
SCPCS000196	NK.cells	0.03567816957035307
SCPCS000196	T.cells.CD4	0
SCPCS000196	T.cells.CD8	0
SCPCS000196	Tregs	0.011852883176191964
SCPCS000196	Dendritic.cells	0.036921114052415424
SCPCS000196	Other	0.796478442166006
SCPCS000197	B.cells	0.012321068489466493
SCPCS000197	Macrophages.M1	0.0014827093881178428
SCPCS000197	Macrophages.M2	0
SCPCS000197	Monocytes	0.08053255559028734
SCPCS000197	Neutrophils	0
SCPCS000197	NK.cells	0.031417778608590824
SCPCS000197	T.cells.CD4	0
SCPCS000197	T.cells.CD8	0.005569259718269346
SCPCS000197	Tregs	0
SCPCS000197	Dendritic.cells	0
SCPCS000197	Other	0.8686766282052681
SCPCS000198	B.cells	0.011855283969798321
SCPCS000198	Macrophages.M1	0.012735374145797704
SCPCS000198	Macrophages.M2	0.026150992084956144
SCPCS000198	Monocytes	0.01458413369755646
SCPCS000198	Neutrophils	0.062150446668125546
SCPCS000198	NK.cells	0.042494640934792306
SCPCS000198	T.cells.CD4	0.029333045635686252
SCPCS000198	T.cells.CD8	0
SCPCS000198	Tregs	0.005634300819016824
SCPCS000198	Dendritic.cells	0.017198042402420025
SCPCS000198	Other	0.7778637396418504
SCPCS000199	B.cells	0.015036973463916314
SCPCS000199	Macrophages.M1	0.003054527108801103
SCPCS000199	Macrophages.M2	0.0017299109856007016
SCPCS000199	Monocytes	0.025365015019772147
SCPCS000199	Neutrophils	0.05355277306295024
SCPCS000199	NK.cells	0.014688330964741389
SCPCS000199	T.cells.CD4	0
SCPCS000199	T.cells.CD8	0
SCPCS000199	Tregs	0.0213567867715892
SCPCS000199	Dendritic.cells	0.02340457809537306
SCPCS000199	Other	0.8418111045272558
SCPCS000200	B.cells	0.008647892670442874
SCPCS000200	Macrophages.M1	0.0072919902207844315
SCPCS000200	Macrophages.M2	0
SCPCS000200	Monocytes	0.05124417064463082
SCPCS000200	Neutrophils	0
SCPCS000200	NK.cells	0.036844613502006844
SCPCS000200	T.cells.CD4	0
SCPCS000200	T.cells.CD8	0.005117188001207233
SCPCS000200	Tregs	0.010328799567968916
SCPCS000200	Dendritic.cells	0
SCPCS000200	Other	0.8805253453929589
SCPCS000201	B.cells	0.013072235104555604
SCPCS000201	Macrophages.M1	0.031773111862277596
SCPCS000201	Macrophages.M2	0.018310772290099173
SCPCS000201	Monocytes	0.002678484282404572
SCPCS000201	Neutrophils	0.02950664974852155
SCPCS000201	NK.cells	0.019871931678738602
SCPCS000201	T.cells.CD4	0
SCPCS000201	T.cells.CD8	0
SCPCS000201	Tregs	2.9036044781233277e-4
SCPCS000201	Dendritic.cells	0.046667258008249106
SCPCS000201	Other	0.8378291965773415
SCPCS000202	B.cells	0.016329815675009927
SCPCS000202	Macrophages.M1	0.006438012748781234
SCPCS000202	Macrophages.M2	0.008933491489446862
SCPCS000202	Monocytes	0.043542318091974355
SCPCS000202	Neutrophils	0.040158618135077775
SCPCS000202	NK.cells	0.04604275701050331
SCPCS000202	T.cells.CD4	0
SCPCS000202	T.cells.CD8	0
SCPCS000202	Tregs	0.014510291738193525
SCPCS000202	Dendritic.cells	0.0037960685471356732
SCPCS000202	Other	0.8202486265638774
SCPCS000203	B.cells	0.015386566099474386
SCPCS000203	Macrophages.M1	0.017281136608119863
SCPCS000203	Macrophages.M2	0
SCPCS000203	Monocytes	0.07586898235005353
SCPCS000203	Neutrophils	0
SCPCS000203	NK.cells	0.03843688870383426
SCPCS000203	T.cells.CD4	0
SCPCS000203	T.cells.CD8	0.007362253520983679
SCPCS000203	Tregs	0.013406301997905884
SCPCS000203	Dendritic.cells	0
SCPCS000203	Other	0.8322578707196283
SCPCS000204	B.cells	0.01658016214897899
SCPCS000204	Macrophages.M1	0.010669366996693215
SCPCS000204	Macrophages.M2	0.0026466835638952638
SCPCS000204	Monocytes	0.06705404884813342
SCPCS000204	Neutrophils	0
SCPCS000204	NK.cells	0.048310964168537765
SCPCS000204	T.cells.CD4	0
SCPCS000204	T.cells.CD8	0.004013852657993466
SCPCS000204	Tregs	0.014988653323283386
SCPCS000204	Dendritic.cells	0
SCPCS000204	Other	0.8357362682924845
SCPCS000205	B.cells	0.010387758377030971
SCPCS000205	Macrophages.M1	0.010288361118618618
SCPCS000205	Macrophages.M2	0
SCPCS000205	Monocytes	0.049858222532312604
SCPCS000205	Neutrophils	0.028341857401564627
SCPCS000205	NK.cells	0.04137245675733308
SCPCS000205	T.cells.CD4	0
SCPCS000205	T.cells.CD8	0
SCPCS000205	Tregs	0.008694989039950439
SCPCS000205	Dendritic.cells	0
SCPCS000205	Other	0.8510563547731896
SCPCS000206	B.cells	0.07518409998840538
SCPCS000206	Macrophages.M1	0.06779521590420697
SCPCS000206	Macrophages.M2	0
SCPCS000206	Monocytes	0.028938985762579084
SCPCS000206	Neutrophils	0.008761298851204555
SCPCS000206	NK.cells	0.021444599286544304
SCPCS000206	T.cells.CD4	0
SCPCS000206	T.cells.CD8	0
SCPCS000206	Tregs	0
SCPCS000206	Dendritic.cells	0
SCPCS000206	Other	0.7978758002070597
SCPCS000207	B.cells	0.0030091229529053552
SCPCS000207	Macrophages.M1	0.23892606116433265
SCPCS000207	Macrophages.M2	0.09753152499279706
SCPCS000207	Monocytes	0
SCPCS000207	Neutrophils	0
SCPCS000207	NK.cells	0.018334024375716886
SCPCS000207	T.cells.CD4	0
SCPCS000207	T.cells.CD8	0.02690058336367321
SCPCS000207	Tregs	0
SCPCS000207	Dendritic.cells	0
SCPCS000207	Other	0.6152986831505748
SCPCS000208	B.cells	0.0018803830376635784
SCPCS000208	Macrophages.M1	0.0034191668726093545
SCPCS000208	Macrophages.M2	0
SCPCS000208	Monocytes	0.06937864716676462
SCPCS000208	Neutrophils	0
SCPCS000208	NK.cells	0.05001576248257101
SCPCS000208	T.cells.CD4	0
SCPCS000208	T.cells.CD8	0.011640251093936241
SCPCS000208	Tregs	7.220129252955851e-4
SCPCS000208	Dendritic.cells	0
SCPCS000208	Other	0.8629437764211597
SCPCS000209	B.cells	0.025503503426700908
SCPCS000209	Macrophages.M1	0.016939213961909137
SCPCS000209	Macrophages.M2	0
SCPCS000209	Monocytes	0.04584065004273765
SCPCS000209	Neutrophils	0
SCPCS000209	NK.cells	0.03456196441172113
SCPCS000209	T.cells.CD4	0
SCPCS000209	T.cells.CD8	0
SCPCS000209	Tregs	0.01602920542336297
SCPCS000209	Dendritic.cells	0
SCPCS000209	Other	0.8611254627335683
SCPCS000210	B.cells	0.00738254857994461
SCPCS000210	Macrophages.M1	0
SCPCS000210	Macrophages.M2	0
SCPCS000210	Monocytes	0.13257467681342783
SCPCS000210	Neutrophils	0
SCPCS000210	NK.cells	0.030872695156350872
SCPCS000210	T.cells.CD4	0.008672595814938809
SCPCS000210	T.cells.CD8	1.663229260151443e-5
SCPCS000210	Tregs	0.005978289094400308
SCPCS000210	Dendritic.cells	5.0612080051629e-4
SCPCS000210	Other	0.8139964414478198
SCPCS000211	B.cells	0.02091018600080077
SCPCS000211	Macrophages.M1	0.15820278042011823
SCPCS000211	Macrophages.M2	0.060498230304252
SCPCS000211	Monocytes	0
SCPCS000211	Neutrophils	0
SCPCS000211	NK.cells	0.029780753223959698
SCPCS000211	T.cells.CD4	0
SCPCS000211	T.cells.CD8	0.01296165853838514
SCPCS000211	Tregs	0.001127127638790122
SCPCS000211	Dendritic.cells	0
SCPCS000211	Other	0.716519263873694
