sample_id	quantiseq_celltype	proportion
SCPCS000015	T.cells.CD4	0
SCPCS000015	T.cells.CD8	0
SCPCS000015	Tregs	0
SCPCS000015	Dendritic.cells	0
SCPCS000015	Other	0.3442898284659508
SCPCS000016	B.cells	0.012816817466156134
SCPCS000016	Macrophages.M1	0.02870582939358449
SCPCS000016	Macrophages.M2	0.06693421003634444
SCPCS000016	Monocytes	0.09219795123900311
SCPCS000016	Neutrophils	0
SCPCS000016	NK.cells	0.13518293272427065
SCPCS000016	T.cells.CD4	0
SCPCS000016	T.cells.CD8	0
SCPCS000016	Tregs	0
SCPCS000016	Dendritic.cells	0
SCPCS000016	Other	0.6641622591406412
SCPCS000017	B.cells	0.006118932581717056
SCPCS000017	Macrophages.M1	0
SCPCS000017	Macrophages.M2	0
SCPCS000017	Monocytes	0.4643238574484107
SCPCS000017	Neutrophils	0
SCPCS000017	NK.cells	0.10415496499829476
SCPCS000017	T.cells.CD4	0
SCPCS000017	T.cells.CD8	0
SCPCS000017	Tregs	0
SCPCS000017	Dendritic.cells	0
SCPCS000017	Other	0.4254022449715775
SCPCS000019	B.cells	0
SCPCS000019	Macrophages.M1	0.12376262253630514
SCPCS000019	Macrophages.M2	0.07161302805337681
SCPCS000019	Monocytes	0
SCPCS000019	Neutrophils	0
SCPCS000019	NK.cells	0.18583127750820277
SCPCS000019	T.cells.CD4	0
SCPCS000019	T.cells.CD8	0
SCPCS000019	Tregs	0
SCPCS000019	Dendritic.cells	0.03555543334821792
SCPCS000019	Other	0.5832376385538973
SCPCS000020	B.cells	0
SCPCS000020	Macrophages.M1	0.05494484728864415
SCPCS000020	Macrophages.M2	0.05167952843146114
SCPCS000020	Monocytes	0.051196953062865626
SCPCS000020	Neutrophils	0
SCPCS000020	NK.cells	0.2260199692400679
SCPCS000020	T.cells.CD4	0
SCPCS000020	T.cells.CD8	0
SCPCS000020	Tregs	0
SCPCS000020	Dendritic.cells	0.04706846830615505
SCPCS000020	Other	0.5690902336708061
SCPCS000021	B.cells	0
SCPCS000021	Macrophages.M1	0.15903046399062754
SCPCS000021	Macrophages.M2	0.18116054738176088
SCPCS000021	Monocytes	0
SCPCS000021	Neutrophils	0
SCPCS000021	NK.cells	0.1262260532976904
SCPCS000021	T.cells.CD4	0
SCPCS000021	T.cells.CD8	0
SCPCS000021	Tregs	0
SCPCS000021	Dendritic.cells	0.03510707648897208
SCPCS000021	Other	0.49847585884094914
SCPCS000022	B.cells	0.0010066489189634697
SCPCS000022	Macrophages.M1	0.15645375209867599
SCPCS000022	Macrophages.M2	0.2202990030913991
SCPCS000022	Monocytes	0
SCPCS000022	Neutrophils	0
SCPCS000022	NK.cells	0.03689220781174106
SCPCS000022	T.cells.CD4	0
SCPCS000022	T.cells.CD8	0
SCPCS000022	Tregs	0
SCPCS000022	Dendritic.cells	0
SCPCS000022	Other	0.5853483880792204
